table,table ID,T,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
table,part,T,193,turquoise sienna rose rosy chocolate,Manufacturer#4,Brand#45,ECONOMY BURNISHED BRASS,31,SM PKG,1093.19,blithely i
table,part,T,194,powder bisque cornflower navajo pink,Manufacturer#5,Brand#51,ECONOMY POLISHED STEEL,7,SM CAN,1094.19,furiously specia
table,part,T,195,lace floral blush linen cornflower,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,40,MED CASE,1095.19,slyly ironic deposi
table,part,T,196,pale blush lime grey blue,Manufacturer#3,Brand#33,SMALL BURNISHED NICKEL,3,JUMBO JAR,1096.19,deposits are care
table,part,T,197,blue turquoise cornsilk rosy chartreuse,Manufacturer#5,Brand#52,SMALL ANODIZED COPPER,18,SM JAR,1097.19,quickly re
table,part,T,198,orange khaki papaya cyan navajo,Manufacturer#4,Brand#41,PROMO BRUSHED NICKEL,43,SM PACK,1098.19,carefully ironic 
table,part,T,199,royal slate lace olive gainsboro,Manufacturer#3,Brand#31,ECONOMY PLATED STEEL,23,JUMBO DRUM,1099.19,furiously e
table,part,T,200,burnished mint navajo beige dark,Manufacturer#5,Brand#54,MEDIUM POLISHED BRASS,22,LG PKG,1100.20,blithely bo
table,part,T,201,midnight white medium misty magenta,Manufacturer#4,Brand#42,SMALL POLISHED STEEL,18,JUMBO BAG,1101.20,expre
table,part,T,202,brown burnished turquoise moccasin olive,Manufacturer#4,Brand#45,MEDIUM BRUSHED COPPER,49,MED DRUM,1102.20,requests nag across t
table,part,T,203,mint dodger chiffon honeydew cornflower,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,42,MED BAG,1103.20,ironic requests integr
table,part,T,204,black slate smoke chartreuse royal,Manufacturer#5,Brand#54,LARGE BURNISHED COPPER,22,SM JAR,1104.20,special
table,part,T,205,tomato beige indian royal cyan,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,2,JUMBO DRUM,1105.20,final theod
table,part,T,206,sienna chocolate wheat peru ivory,Manufacturer#2,Brand#25,LARGE ANODIZED NICKEL,23,JUMBO CAN,1106.20,special 
table,part,T,207,blush burlywood lawn bisque royal,Manufacturer#3,Brand#35,STANDARD PLATED COPPER,48,MED CAN,1107.20,sly depende
table,part,T,208,medium pink floral green blue,Manufacturer#3,Brand#35,LARGE PLATED COPPER,5,MED PACK,1108.20,furiously iron
table,part,T,209,almond plum spring midnight lime,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,6,MED CAN,1109.20,final pac
table,part,T,210,indian sienna maroon rosy mint,Manufacturer#3,Brand#32,ECONOMY BURNISHED TIN,5,LG JAR,1110.21,final
table,part,T,211,brown white lace azure cyan,Manufacturer#3,Brand#32,MEDIUM ANODIZED NICKEL,43,LG PKG,1111.21,carefully unu
table,part,T,212,dodger sandy azure linen blanched,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,42,JUMBO BOX,1112.21,regular, special depe
table,part,T,213,forest midnight sky frosted royal,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP CAN,1113.21,requests w
table,part,T,214,burnished midnight dodger tan powder,Manufacturer#4,Brand#41,PROMO PLATED BRASS,30,LG BAG,1114.21,requests use f
table,part,T,215,tomato peach beige olive burnished,Manufacturer#5,Brand#52,ECONOMY BURNISHED NICKEL,19,SM PACK,1115.21,slyly final warho
table,part,T,216,lace antique tomato white metallic,Manufacturer#4,Brand#45,MEDIUM PLATED NICKEL,35,MED JAR,1116.21,boldly re
table,part,T,217,lemon powder sandy moccasin magenta,Manufacturer#5,Brand#52,PROMO PLATED COPPER,44,MED DRUM,1117.21,ironic, pendin
table,part,T,218,sandy misty magenta chocolate blanched,Manufacturer#4,Brand#41,PROMO BURNISHED TIN,24,WRAP PACK,1118.21,quickly regular dep
table,part,T,219,khaki hot ivory floral aquamarine,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,31,MED JAR,1119.21,furiously fina
table,part,T,220,lemon steel almond white orchid,Manufacturer#1,Brand#14,PROMO BRUSHED BRASS,25,MED CASE,1120.22,final accounts
table,part,T,221,chartreuse deep lawn smoke dark,Manufacturer#5,Brand#51,PROMO BRUSHED COPPER,7,LG DRUM,1121.22,daringly even instruct
table,part,T,222,linen blanched seashell deep aquamarine,Manufacturer#3,Brand#33,LARGE ANODIZED BRASS,35,LG CASE,1122.22,furiously express
table,part,T,223,rose blanched indian tomato hot,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,29,MED BAG,1123.22,ironic, regular acco
table,part,T,224,drab magenta burlywood dim blanched,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,46,WRAP BOX,1124.22,final pack
table,part,T,225,cornsilk frosted burlywood papaya spring,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,23,MED CASE,1125.22,boldly final asympt
table,part,T,226,cyan powder honeydew linen lace,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,7,SM PKG,1126.22,daringly even pa
table,part,T,227,metallic yellow dim deep cream,Manufacturer#4,Brand#44,SMALL BRUSHED TIN,21,LG PACK,1127.22,blithely final foxe
table,part,T,228,goldenrod violet midnight blue white,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,12,SM DRUM,1128.22,slyly unusu
table,part,T,229,orchid gainsboro coral black blush,Manufacturer#1,Brand#15,SMALL POLISHED STEEL,19,MED CAN,1129.22,blithely
table,part,T,230,thistle midnight cream seashell cyan,Manufacturer#5,Brand#51,STANDARD PLATED STEEL,20,SM PKG,1130.23,blithely expre
table,part,T,231,orchid violet aquamarine firebrick slate,Manufacturer#5,Brand#51,MEDIUM BURNISHED COPPER,17,MED PACK,1131.23,enticing
table,part,T,232,ivory purple spring tan cornsilk,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,50,SM PKG,1132.23,quick deposits enga
table,part,T,233,black cornflower chiffon hot saddle,Manufacturer#3,Brand#34,MEDIUM ANODIZED BRASS,25,SM PACK,1133.23,even instructi
table,part,T,234,azure olive burnished dim green,Manufacturer#1,Brand#13,MEDIUM ANODIZED NICKEL,26,WRAP BOX,1134.23,furious
table,part,T,235,aquamarine midnight red cornsilk chocolate,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,4,MED JAR,1135.23,slyly silen
table,part,T,236,antique lawn gainsboro goldenrod papaya,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,31,LG JAR,1136.23,theodolit
table,part,T,237,black orange coral floral antique,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,49,SM DRUM,1137.23,deposits wake fluffi
table,part,T,238,green medium lavender antique honeydew,Manufacturer#3,Brand#34,SMALL POLISHED TIN,35,LG CAN,1138.23,slyly even tithe
table,part,T,239,medium dodger pink cyan drab,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,36,WRAP DRUM,1139.23,brave
table,part,T,240,honeydew burlywood linen red forest,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,1,LG CAN,1140.24,bold patt
table,part,T,241,chocolate metallic powder papaya pale,Manufacturer#5,Brand#51,STANDARD BRUSHED COPPER,3,WRAP CASE,1141.24,final, ironic c
table,part,T,242,magenta deep lawn linen navy,Manufacturer#3,Brand#35,SMALL POLISHED STEEL,42,LG BAG,1142.24,final pearls wake b
table,part,T,243,bisque slate olive mint dim,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,49,SM BOX,1143.24,account
table,part,T,244,midnight brown magenta maroon tan,Manufacturer#5,Brand#51,ECONOMY BURNISHED BRASS,48,LG BOX,1144.24,careful
table,part,T,245,medium orange violet dim pale,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,39,JUMBO PKG,1145.24,final warthogs doubt. 
table,part,T,246,burlywood aquamarine pink deep peru,Manufacturer#2,Brand#21,PROMO BRUSHED BRASS,18,SM CAN,1146.24,quickly 
table,part,T,247,misty frosted brown chartreuse cornsilk,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,4,JUMBO PACK,1147.24,quickly s
table,part,T,248,saddle burlywood red pale orchid,Manufacturer#1,Brand#15,SMALL PLATED BRASS,8,MED PACK,1148.24,slyly ironic escapa
table,part,T,249,lawn red burnished saddle medium,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,15,LG JAR,1149.24,regula
table,part,T,250,honeydew ghost drab firebrick sky,Manufacturer#4,Brand#44,PROMO POLISHED NICKEL,35,WRAP CASE,1150.25,slyly
table,part,T,251,chocolate sky gainsboro misty orchid,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,41,WRAP CAN,1151.25,express accoun
table,part,T,252,coral saddle misty deep black,Manufacturer#1,Brand#11,PROMO PLATED NICKEL,22,WRAP DRUM,1152.25,fluffily regular r
table,part,T,253,blanched gainsboro turquoise black linen,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,16,LG PKG,1153.25,ironic excuse
table,part,T,254,linen frosted purple dark almond,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,10,MED JAR,1154.25,furio
table,part,T,255,almond peach indian burlywood spring,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,24,JUMBO CAN,1155.25,pending ins
table,part,T,256,pink cornsilk sienna dodger grey,Manufacturer#3,Brand#32,LARGE BURNISHED TIN,2,SM DRUM,1156.25,furiously ironic 
table,part,T,257,chocolate yellow green ghost peach,Manufacturer#4,Brand#41,ECONOMY POLISHED COPPER,11,SM JAR,1157.25,pinto beans haggle fu
table,part,T,258,blue frosted blanched orchid slate,Manufacturer#4,Brand#43,STANDARD ANODIZED COPPER,18,WRAP DRUM,1158.25,fluffily
table,part,T,259,ghost chocolate floral rosy blush,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,41,WRAP PACK,1159.25,blith
table,part,T,260,brown thistle light burnished chartreuse,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,10,LG BAG,1160.26,express
table,part,T,261,floral puff olive burlywood forest,Manufacturer#4,Brand#41,STANDARD POLISHED TIN,44,JUMBO PACK,1161.26,carefully bold depos
table,part,T,262,drab lace blue lawn powder,Manufacturer#5,Brand#52,MEDIUM PLATED NICKEL,16,JUMBO BAG,1162.26,unusual ideas sl
table,part,T,263,linen violet pink lace honeydew,Manufacturer#1,Brand#14,ECONOMY BURNISHED COPPER,46,MED CASE,1163.26,furiou
table,part,T,264,plum firebrick seashell linen dodger,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,23,SM CAN,1164.26,ironic theodol
table,part,T,265,maroon misty dim olive royal,Manufacturer#4,Brand#43,SMALL POLISHED STEEL,19,WRAP CASE,1165.26,always ironic foxes
table,part,T,266,aquamarine metallic ivory magenta brown,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,25,LG DRUM,1166.26,carefu
table,part,T,267,pink salmon misty royal linen,Manufacturer#2,Brand#24,LARGE POLISHED BRASS,41,JUMBO PACK,1167.26,bold, ironic sauter
table,part,T,268,ghost dim light lemon violet,Manufacturer#2,Brand#22,MEDIUM PLATED NICKEL,8,MED JAR,1168.26,pending
table,part,T,269,blush navajo frosted orange snow,Manufacturer#1,Brand#13,LARGE PLATED BRASS,5,WRAP BOX,1169.26,quickly exp
table,part,T,270,maroon misty olive pale snow,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,45,MED BAG,1170.27,package
table,part,T,271,lace floral hot grey rosy,Manufacturer#5,Brand#52,PROMO PLATED COPPER,32,MED PKG,1171.27,ironi
table,part,T,272,red purple rose brown pale,Manufacturer#5,Brand#52,LARGE POLISHED BRASS,39,LG PKG,1172.27,blithely special 
table,part,T,273,black white sky brown forest,Manufacturer#2,Brand#25,STANDARD BRUSHED BRASS,50,LG BOX,1173.27,deposits
table,part,T,274,blush lavender snow papaya blue,Manufacturer#2,Brand#23,MEDIUM POLISHED STEEL,46,LG JAR,1174.27,blithel
table,part,T,275,wheat chiffon dim antique sienna,Manufacturer#4,Brand#45,LARGE BURNISHED BRASS,37,SM BOX,1175.27,regular accounts hag
table,part,T,276,orange sandy dim linen goldenrod,Manufacturer#2,Brand#25,SMALL BRUSHED COPPER,5,LG JAR,1176.27,express requests wa
table,part,T,277,grey navajo rosy ghost blush,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,49,JUMBO JAR,1177.27,unusu
table,part,T,278,antique mint brown goldenrod red,Manufacturer#4,Brand#42,STANDARD BURNISHED NICKEL,49,SM JAR,1178.27,quickly express foxe
table,part,T,279,saddle olive dark bisque rose,Manufacturer#3,Brand#35,SMALL ANODIZED BRASS,27,MED CASE,1179.27,blithely even re
table,part,T,280,bisque goldenrod drab ivory almond,Manufacturer#2,Brand#21,STANDARD BURNISHED STEEL,33,LG CAN,1180.28,carefully reg
table,part,T,281,blanched lemon blue plum almond,Manufacturer#1,Brand#12,SMALL PLATED STEEL,7,MED CAN,1181.28,even,
table,part,T,282,dark floral tan burlywood sandy,Manufacturer#1,Brand#11,SMALL BRUSHED COPPER,44,WRAP CAN,1182.28,blithely regular de
table,part,T,283,metallic brown lace maroon chiffon,Manufacturer#1,Brand#12,SMALL PLATED TIN,8,SM DRUM,1183.28,furiously pending d
table,part,T,284,burlywood khaki dodger hot black,Manufacturer#5,Brand#51,ECONOMY POLISHED COPPER,9,MED DRUM,1184.28,furiously 
table,part,T,285,cream lavender olive floral chartreuse,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,42,SM PACK,1185.28,slyly express packag
table,part,T,286,slate deep almond cornsilk lime,Manufacturer#5,Brand#53,MEDIUM POLISHED TIN,1,WRAP CASE,1186.28,blithely expre
table,part,T,287,mint almond thistle blush chocolate,Manufacturer#1,Brand#15,SMALL PLATED NICKEL,27,SM DRUM,1187.28,furio
table,part,T,288,moccasin purple yellow chocolate navy,Manufacturer#2,Brand#23,STANDARD BURNISHED BRASS,31,SM CASE,1188.28,carefully bold theodo
table,part,T,289,green peach olive deep royal,Manufacturer#4,Brand#43,PROMO POLISHED TIN,40,LG CASE,1189.28,slyly regula
table,part,T,290,black misty indian moccasin drab,Manufacturer#1,Brand#12,LARGE BURNISHED BRASS,19,JUMBO JAR,1190.29,furiously ironic fre
table,part,T,291,goldenrod antique rosy white moccasin,Manufacturer#5,Brand#54,ECONOMY PLATED BRASS,26,SM JAR,1191.29,bravely bold a
table,part,T,292,navajo tan chiffon ivory royal,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,2,MED CAN,1192.29,final platelets af
table,part,T,293,bisque navy azure goldenrod red,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,24,SM PACK,1193.29,slyly 
table,part,T,294,forest white indian drab rose,Manufacturer#2,Brand#24,ECONOMY POLISHED TIN,35,SM JAR,1194.29,fluffily pending a
table,part,T,295,blush lace almond indian sky,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,49,JUMBO JAR,1195.29,ironic pinto be
table,part,T,296,tan papaya dodger grey cornflower,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,28,SM PKG,1196.29,carefully specia
table,part,T,297,hot powder deep bisque chartreuse,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,23,LG PACK,1197.29,slyly regular foxes 
table,part,T,298,azure lace puff metallic indian,Manufacturer#4,Brand#45,PROMO BRUSHED COPPER,13,JUMBO CAN,1198.29,unusual, 
table,part,T,299,chartreuse salmon dim royal papaya,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,26,WRAP PKG,1199.29,blithely re
table,part,T,300,light cream antique lemon royal,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,1,WRAP PACK,1200.30,even depende
table,part,T,301,goldenrod burnished rose coral seashell,Manufacturer#4,Brand#42,ECONOMY BRUSHED STEEL,6,WRAP CAN,1201.30,blithely re
table,part,T,302,cyan ivory sky midnight gainsboro,Manufacturer#4,Brand#41,PROMO POLISHED BRASS,34,SM BAG,1202.30,accounts use 
table,part,T,303,black gainsboro blue azure navajo,Manufacturer#4,Brand#45,ECONOMY PLATED BRASS,7,JUMBO CASE,1203.30,regular deposits
table,part,T,304,forest burnished cream smoke gainsboro,Manufacturer#4,Brand#43,SMALL POLISHED NICKEL,12,LG DRUM,1204.30,quickly pendi
table,part,T,305,lemon blue burlywood rose tomato,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,6,SM BAG,1205.30,idle, ironic p
table,part,T,306,lemon brown peru red frosted,Manufacturer#3,Brand#33,SMALL BURNISHED NICKEL,25,LG PKG,1206.30,carefully final fo
table,part,T,307,peru aquamarine powder firebrick goldenrod,Manufacturer#2,Brand#21,LARGE BURNISHED BRASS,30,WRAP DRUM,1207.30,furiously 
table,part,T,308,thistle midnight dim seashell red,Manufacturer#2,Brand#21,STANDARD BURNISHED BRASS,40,WRAP JAR,1208.30,ironic ide
table,part,T,309,brown smoke chartreuse orchid chiffon,Manufacturer#4,Brand#42,LARGE ANODIZED NICKEL,49,JUMBO PKG,1209.30,requests ea
table,part,T,310,burlywood sienna cream beige navajo,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,32,MED JAR,1210.31,careful
table,part,T,311,firebrick tomato moccasin orchid drab,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,18,LG DRUM,1211.31,blithely r
table,part,T,312,maroon drab medium papaya frosted,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,29,MED CASE,1212.31,foxes cajole above the
table,part,T,313,moccasin midnight tomato lime royal,Manufacturer#3,Brand#34,PROMO BRUSHED TIN,13,WRAP PACK,1213.31,even pinto beans at 
table,part,T,314,cornsilk magenta indian turquoise midnight,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,14,LG DRUM,1214.31,furiously regular p
table,part,T,315,navy orchid cornflower cornsilk mint,Manufacturer#2,Brand#23,LARGE ANODIZED BRASS,20,LG JAR,1215.31,furiously ironic pac
table,part,T,316,thistle cream lace honeydew forest,Manufacturer#4,Brand#41,MEDIUM BRUSHED TIN,9,MED CASE,1216.31,final, close asym
table,part,T,317,linen peru chiffon black cream,Manufacturer#1,Brand#15,LARGE POLISHED STEEL,34,JUMBO BOX,1217.31,pending pack
table,part,T,318,moccasin rose sandy powder orange,Manufacturer#1,Brand#12,PROMO BURNISHED NICKEL,20,JUMBO CASE,1218.31,quickly quick courts 
table,part,T,319,royal midnight bisque spring pink,Manufacturer#3,Brand#31,MEDIUM BURNISHED TIN,44,LG BOX,1219.31,ironic, final
table,part,T,320,chiffon brown beige burnished rose,Manufacturer#5,Brand#53,LARGE ANODIZED STEEL,26,WRAP DRUM,1220.32,regular pinto bean
table,part,T,321,papaya lace cornsilk cream misty,Manufacturer#5,Brand#51,ECONOMY ANODIZED STEEL,9,SM JAR,1221.32,even accounts a
table,part,T,322,dark black rosy coral hot,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,32,JUMBO CASE,1222.32,quickly re
table,part,T,323,moccasin beige blanched linen ghost,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,15,MED CASE,1223.32,final excuses sleep.
table,part,T,324,goldenrod ivory beige violet cream,Manufacturer#2,Brand#25,SMALL PLATED TIN,36,SM BAG,1224.32,carefu
table,part,T,325,linen metallic green cornsilk orange,Manufacturer#1,Brand#15,LARGE PLATED COPPER,22,MED PACK,1225.32,deposits alongs
table,part,T,326,cornsilk bisque hot misty deep,Manufacturer#3,Brand#34,LARGE ANODIZED STEEL,48,JUMBO CAN,1226.32,express, regular f
table,part,T,327,metallic lavender midnight lemon violet,Manufacturer#2,Brand#23,PROMO POLISHED BRASS,14,SM PACK,1227.32,furiously
table,part,T,328,cornflower grey snow burlywood mint,Manufacturer#3,Brand#34,PROMO POLISHED COPPER,24,JUMBO CASE,1228.32,regular
table,part,T,329,beige aquamarine chiffon chocolate azure,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,21,LG PKG,1229.32,carefully ironic depo
table,part,T,330,royal grey mint floral deep,Manufacturer#3,Brand#35,LARGE PLATED COPPER,18,LG JAR,1230.33,furiously i
table,part,T,331,metallic indian coral cream medium,Manufacturer#2,Brand#25,SMALL BURNISHED COPPER,15,WRAP JAR,1231.33,quickly even d
table,part,T,332,olive cornflower dark blanched saddle,Manufacturer#2,Brand#24,STANDARD BRUSHED BRASS,14,SM CAN,1232.33,regular, ev
table,part,T,333,chocolate goldenrod light brown navy,Manufacturer#2,Brand#21,ECONOMY POLISHED COPPER,1,LG DRUM,1233.33,furiou
table,part,T,334,thistle plum violet seashell goldenrod,Manufacturer#3,Brand#31,ECONOMY PLATED BRASS,32,LG JAR,1234.33,blithely unusual theod
table,part,T,335,navajo linen steel grey turquoise,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,3,SM JAR,1235.33,deposit
table,part,T,336,maroon lavender goldenrod slate deep,Manufacturer#2,Brand#25,PROMO ANODIZED TIN,3,WRAP JAR,1236.33,furiousl
table,part,T,337,magenta goldenrod blanched white lime,Manufacturer#2,Brand#23,MEDIUM BRUSHED COPPER,29,MED DRUM,1237.33,unusual 
table,part,T,338,cyan forest pink olive dodger,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,26,JUMBO JAR,1238.33,quickly unusual 
table,part,T,339,lace deep plum light orchid,Manufacturer#2,Brand#23,PROMO BURNISHED COPPER,14,LG PACK,1239.33,slyly i
table,part,T,340,gainsboro saddle moccasin chartreuse light,Manufacturer#2,Brand#23,STANDARD BRUSHED TIN,3,JUMBO BOX,1240.34,slyly regul
table,part,T,341,light smoke dodger sienna blue,Manufacturer#4,Brand#45,PROMO POLISHED COPPER,34,MED PKG,1241.34,final ac
table,part,T,342,saddle hot brown peach rose,Manufacturer#4,Brand#43,LARGE BURNISHED NICKEL,37,JUMBO CAN,1242.34,foxes caj
table,part,T,343,grey ghost burlywood plum hot,Manufacturer#3,Brand#35,PROMO ANODIZED NICKEL,7,SM JAR,1243.34,final, ir
table,part,T,344,lime pale chocolate linen white,Manufacturer#4,Brand#45,LARGE ANODIZED TIN,39,SM BOX,1244.34,special in
table,part,T,345,beige turquoise tan black powder,Manufacturer#4,Brand#45,ECONOMY BURNISHED NICKEL,22,LG CAN,1245.34,regula
table,part,T,346,medium brown beige ivory plum,Manufacturer#5,Brand#51,ECONOMY BRUSHED COPPER,8,LG PKG,1246.34,slyly fluff
table,part,T,347,burnished deep rosy azure salmon,Manufacturer#3,Brand#34,SMALL ANODIZED TIN,28,WRAP BAG,1247.34,furio
