table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,896,17,F,248402.10,1993-03-09,1-URGENT,Clerk#000000187,0,furiously ironic instructions lose quickly. ironic foxes cajole slyly. iron
table,orders,T,897,490,P,88281.28,1995-03-20,1-URGENT,Clerk#000000316,0,evenly regular asymptotes above the slyly final packages haggle a
table,orders,T,898,536,F,159708.26,1993-06-03,2-HIGH,Clerk#000000611,0,even packages integrate unusual requests. careful attainments sleep
table,orders,T,899,1085,O,165248.53,1998-04-08,5-LOW,Clerk#000000575,0,unusual, even pinto beans wake slyly along the
table,orders,T,900,460,F,173555.09,1994-10-01,4-NOT SPECIFIED,Clerk#000000060,0,unusual, final depths cajole car
table,orders,T,901,113,O,106041.48,1998-07-21,4-NOT SPECIFIED,Clerk#000000929,0,carefully even excuses cajole furiously blithely bold requests. blithely regul
table,orders,T,902,86,F,49777.81,1994-07-27,4-NOT SPECIFIED,Clerk#000000811,0,ironic deposits print above the bold deposits. slow, ironic frays cajole. pe
table,orders,T,903,109,O,140726.26,1995-07-07,4-NOT SPECIFIED,Clerk#000000793,0,ironic frays x-ray slyly alongside of the furiously regular platelet
table,orders,T,928,658,F,315638.02,1995-03-02,5-LOW,Clerk#000000450,0,fluffily pending requests boo
table,orders,T,929,827,F,149145.44,1992-10-02,2-HIGH,Clerk#000000160,0,deposits sleep furiously fluffily pending foxes. ironic, silent accounts
table,orders,T,930,1310,F,285619.42,1994-12-17,1-URGENT,Clerk#000000004,0,quickly regular foxes after the silent, pending pinto beans cajole blit
table,orders,T,931,1030,F,170066.75,1992-12-07,1-URGENT,Clerk#000000881,0,final deposits cajole slyly slyly ironic deposits. regu
table,orders,T,932,404,O,57043.21,1997-05-16,2-HIGH,Clerk#000000218,0,dependencies detect even requests. regular dependencies s
table,orders,T,933,955,F,106503.56,1992-08-05,4-NOT SPECIFIED,Clerk#000000752,0,fluffily ironic instructions cajole quickly along the fu
table,orders,T,934,514,O,18262.86,1996-07-03,1-URGENT,Clerk#000000229,0,furious excuses across the fin
table,orders,T,935,493,O,131247.01,1997-09-24,5-LOW,Clerk#000000180,0,ideas are. furiously ironic ideas are regularl
table,orders,T,960,347,F,84356.33,1994-09-21,3-MEDIUM,Clerk#000000120,0,blithely final requests use. blithely dogged packages sleep across 
table,orders,T,961,551,P,248080.06,1995-06-04,4-NOT SPECIFIED,Clerk#000000720,0,fluffily unusual foxes cajole blithely spe
table,orders,T,962,353,F,144898.54,1994-05-06,5-LOW,Clerk#000000463,0,bold, blithe requests grow. carefully silent pearls affix furiously
table,orders,T,963,253,F,98613.54,1994-05-26,3-MEDIUM,Clerk#000000497,0,fluffily unusual accounts sleep. accounts engage. quickly final requ
table,orders,T,964,752,O,207649.97,1995-05-20,3-MEDIUM,Clerk#000000657,0,blithely enticing courts
table,orders,T,965,685,P,44648.62,1995-05-15,5-LOW,Clerk#000000218,0,unusual, even packages play besides the regular ideas. sl
table,orders,T,966,134,O,142557.51,1998-04-30,2-HIGH,Clerk#000000239,0,carefully ironic the
table,orders,T,967,1099,F,236000.05,1992-06-21,3-MEDIUM,Clerk#000000167,0,fluffily pending platelets nag slyly after the carefully speci
table,orders,T,992,538,O,189842.36,1997-11-11,3-MEDIUM,Clerk#000000875,0,quickly silent platelets sleep. depo
table,orders,T,993,793,O,269632.17,1995-09-10,3-MEDIUM,Clerk#000000894,0,accounts are quickly. f
table,orders,T,994,13,F,49870.71,1994-04-20,5-LOW,Clerk#000000497,0,ironic, dogged ideas haggle slyly ironic requests. requests sleep. unusual, bo
table,orders,T,995,1160,P,189854.55,1995-05-31,3-MEDIUM,Clerk#000000439,0,quietly regular depend
table,orders,T,996,710,O,71877.30,1997-12-29,1-URGENT,Clerk#000000497,0,bold, final platelets haggle carefully. theodolites alongside of the ironi
table,orders,T,997,1087,O,39832.61,1997-05-19,2-HIGH,Clerk#000000651,0,furiously express deposits wake furiously against the express theodolit
table,orders,T,998,317,F,81009.81,1994-11-26,4-NOT SPECIFIED,Clerk#000000956,0,slyly special deposits across the f
table,orders,T,999,602,F,221018.87,1993-09-05,5-LOW,Clerk#000000464,0,furiously final theodolites sleep blithely above 
table,orders,T,1024,35,O,248306.79,1997-12-23,5-LOW,Clerk#000000903,0,carefully careful warhorses sleep slyly: carefull
table,orders,T,1025,1027,F,112960.50,1995-05-05,2-HIGH,Clerk#000000376,0,quickly final deposits are q
table,orders,T,1026,712,O,49485.22,1997-06-04,5-LOW,Clerk#000000223,0,regular packages wake quickly final accounts. furiously 
table,orders,T,1027,1280,F,145806.89,1992-06-03,3-MEDIUM,Clerk#000000241,0,fluffily silent instructions wake furiously 
table,orders,T,1028,685,F,190755.43,1994-01-01,2-HIGH,Clerk#000000131,0,unusual deposits after the deposits cajole furi
table,orders,T,1029,1288,F,57789.24,1994-06-21,2-HIGH,Clerk#000000700,0,quickly even platelets ought to ca
table,orders,T,1030,1340,F,26164.34,1994-06-15,5-LOW,Clerk#000000422,0,slyly regular deposits cajole theodolites
table,orders,T,1031,37,F,203268.37,1994-09-01,3-MEDIUM,Clerk#000000448,0,furiously unusual accounts may cajole quickly among the e
table,orders,T,1056,275,F,41838.38,1995-02-11,1-URGENT,Clerk#000000125,0,furiously ironic packages cajole qu
table,orders,T,1057,760,F,176625.96,1992-02-20,1-URGENT,Clerk#000000124,0,furiously even packages about the bold, permanent accounts slee
table,orders,T,1058,530,F,132338.09,1993-04-26,3-MEDIUM,Clerk#000000373,0,decoys are blithely slyly ironic requests. regular, regular foxes
table,orders,T,1059,1268,F,291519.65,1994-02-27,1-URGENT,Clerk#000000104,0,express deposits sublate regular warhorses. furiously even orbits haggle b
table,orders,T,1060,1397,F,155247.64,1993-02-21,3-MEDIUM,Clerk#000000989,0,carefully regular requests affix blithely. blithely ironic 
table,orders,T,1061,1027,O,197424.17,1998-05-15,5-LOW,Clerk#000000576,0,pending accounts after the even, final d
table,orders,T,1062,1051,O,48449.37,1997-01-15,1-URGENT,Clerk#000000152,0,final, ironic packages wake sly
table,orders,T,1063,370,F,76957.40,1994-04-02,2-HIGH,Clerk#000000024,0,even pinto beans are ruthless, special accounts. 
table,orders,T,1088,1469,F,53063.07,1992-05-21,5-LOW,Clerk#000000347,0,silent ideas use blithely alongside of the carefully ironic requests. blith
table,orders,T,1089,481,O,140302.14,1996-05-04,4-NOT SPECIFIED,Clerk#000000226,0,deposits thrash blithely. final theodolites according 
table,orders,T,1090,172,O,34290.36,1997-11-15,2-HIGH,Clerk#000000300,0,asymptotes impress furious
table,orders,T,1091,829,O,48591.79,1996-08-27,1-URGENT,Clerk#000000549,0,ironic dependencies doze b
table,orders,T,1092,1232,P,131664.83,1995-03-04,3-MEDIUM,Clerk#000000006,0,regular ideas cajole bold accounts. furiously even notornis sl
table,orders,T,1093,1007,O,124792.59,1997-07-31,4-NOT SPECIFIED,Clerk#000000159,0,theodolites are slyly pending requests. slyly blithe packages ar
table,orders,T,1094,1438,O,9281.56,1997-12-24,3-MEDIUM,Clerk#000000570,0,bold requests above the deposits wake quickly accord
table,orders,T,1095,1433,O,225466.98,1995-08-22,3-MEDIUM,Clerk#000000709,0,blithely regular foxes h
table,orders,T,1120,1391,O,152580.64,1997-11-07,3-MEDIUM,Clerk#000000319,0,regular, final packages breach carefully. dogged
table,orders,T,1121,281,O,368220.47,1997-01-13,3-MEDIUM,Clerk#000000541,0,slyly even ideas use against the slyly unusual dependencies: speci
table,orders,T,1122,1196,O,225660.19,1997-01-10,1-URGENT,Clerk#000000083,0,unusual dolphins use blithely against th
table,orders,T,1123,715,O,115157.87,1996-08-03,3-MEDIUM,Clerk#000000929,0,furiously final instructions use furiously ironic req
table,orders,T,1124,796,O,214762.97,1998-07-30,5-LOW,Clerk#000000326,0,fluffily regular deposits affi
table,orders,T,1125,242,F,112869.93,1994-10-27,2-HIGH,Clerk#000000510,0,furiously final dependencies are about the regular, final pinto beans. even t
table,orders,T,1126,1433,O,81025.22,1998-01-28,4-NOT SPECIFIED,Clerk#000000928,0,carefully regular dependencies above t
table,orders,T,1127,575,O,125368.14,1995-09-19,4-NOT SPECIFIED,Clerk#000000397,0,quickly ironic packages doubt furiousl
table,orders,T,1152,490,F,78973.34,1994-08-14,4-NOT SPECIFIED,Clerk#000000496,0,accounts use furiously against the busily final deposits. 
table,orders,T,1153,1196,O,328207.15,1996-04-18,5-LOW,Clerk#000000059,0,blithely even deposits sleep quickly. blithel
table,orders,T,1154,352,F,264213.46,1992-02-15,1-URGENT,Clerk#000000268,0,silent, ironic dependencies wake carefully pending deposits. fur
table,orders,T,1155,1498,O,170273.99,1997-10-06,2-HIGH,Clerk#000000164,0,quickly unusual platelets are. ironi
table,orders,T,1156,1318,O,333319.23,1996-10-19,1-URGENT,Clerk#000000200,0,slyly sly deposits at the asymptotes kindle blithely th
table,orders,T,1157,968,O,136306.85,1998-01-14,4-NOT SPECIFIED,Clerk#000000207,0,furiously idle pinto beans are slyly. carefully regular 
table,orders,T,1158,1414,O,43176.15,1996-06-30,2-HIGH,Clerk#000000549,0,final ideas poach. final, ironic foxes sleep caref
table,orders,T,1159,685,F,68999.67,1992-09-18,3-MEDIUM,Clerk#000000992,0,furiously regular ideas after the furiously regular sentiments do
table,orders,T,1184,886,O,55815.77,1997-10-26,5-LOW,Clerk#000000777,0,furiously bold deposits cajole carefully dolphins. furiously
table,orders,T,1185,736,F,68659.75,1992-08-24,5-LOW,Clerk#000000344,0,blithely unusual realms pr
table,orders,T,1186,589,O,88428.13,1996-08-15,4-NOT SPECIFIED,Clerk#000000798,0,final, careful deposits cajole blithely? caref
table,orders,T,1187,1337,F,133699.36,1992-11-20,3-MEDIUM,Clerk#000000047,0,ironic instructions about the enticingly slow request
table,orders,T,1188,199,O,79030.59,1996-04-11,2-HIGH,Clerk#000000256,0,slyly even ideas wake furiously furiously final foxes? blithely final i
table,orders,T,1189,445,F,90219.24,1994-04-09,1-URGENT,Clerk#000000243,0,carefully even instructions
table,orders,T,1190,121,O,54852.43,1997-03-16,5-LOW,Clerk#000000575,0,furiously bold requests boost carefully along the exp
table,orders,T,1191,1103,O,41725.75,1995-11-07,3-MEDIUM,Clerk#000000011,0,ideas after the depen
table,orders,T,1216,1220,F,111175.17,1992-12-07,5-LOW,Clerk#000000918,0,ironic theodolites 
table,orders,T,1217,64,F,63714.18,1992-04-26,4-NOT SPECIFIED,Clerk#000000538,0,regular, even courts need to boost:
table,orders,T,1218,83,F,157442.11,1994-06-20,4-NOT SPECIFIED,Clerk#000000994,0,slyly even requests are slyly. blithely 
table,orders,T,1219,271,O,11895.23,1995-10-05,3-MEDIUM,Clerk#000000800,0,slyly bold deposits cajole pending foxes. bold, special requests about the exp
table,orders,T,1220,485,O,164363.11,1996-08-29,1-URGENT,Clerk#000000712,0,regular deposits cajole carefully deposits. blithely
table,orders,T,1221,134,F,164863.12,1992-04-19,4-NOT SPECIFIED,Clerk#000000852,0,bold requests maintain. final orbits among the blithely regular pinto beans 
table,orders,T,1222,98,F,61432.27,1993-02-05,3-MEDIUM,Clerk#000000811,0,regular, bold pinto beans are quickly pending waters. carefully regul
table,orders,T,1223,91,O,50645.67,1996-05-25,4-NOT SPECIFIED,Clerk#000000238,0,requests boost slyly 
table,orders,T,1248,472,F,295111.15,1992-01-02,1-URGENT,Clerk#000000890,0,deposits are. slyly express asympt
table,orders,T,1249,1498,F,70939.22,1994-01-05,1-URGENT,Clerk#000000095,0,accounts nag blithely. furiously ironic ideas impress. requests ha
table,orders,T,1250,359,F,13036.54,1992-09-29,4-NOT SPECIFIED,Clerk#000000652,0,quietly regular deposits wake fluffily. regular requests
table,orders,T,1251,379,O,168646.06,1997-10-30,1-URGENT,Clerk#000000276,0,furiously regular deposits haggle according to the express 
table,orders,T,1252,1499,O,135540.70,1997-08-04,5-LOW,Clerk#000000348,0,quickly ironic instructions cajole carefu
table,orders,T,1253,1145,F,135358.41,1993-01-26,1-URGENT,Clerk#000000775,0,requests haggle carefully along the carefu
table,orders,T,1254,698,O,143889.73,1995-12-22,1-URGENT,Clerk#000000607,0,packages about the s
table,orders,T,1255,1217,F,104935.74,1994-05-30,4-NOT SPECIFIED,Clerk#000000798,0,carefully bold theodolites haggle against the special requ
table,orders,T,1280,956,F,137579.92,1993-01-11,5-LOW,Clerk#000000160,0,silently express asymptotes cajole? quickly fin
table,orders,T,1281,611,F,226132.40,1994-12-11,1-URGENT,Clerk#000000430,0,quickly final deposits sleep slyly pinto beans. furiously sil
table,orders,T,1282,1160,F,85558.32,1992-02-29,4-NOT SPECIFIED,Clerk#000000168,0,carefully final accounts sleep blithe
table,orders,T,1283,1165,O,296055.80,1996-08-30,4-NOT SPECIFIED,Clerk#000000260,0,final, final accounts affix furiously special accounts. blithely
table,orders,T,1284,1340,O,147647.95,1996-01-07,2-HIGH,Clerk#000000492,0,ironic dugouts breach carefully quickly unus
table,orders,T,1285,104,F,209656.04,1992-06-01,1-URGENT,Clerk#000000423,0,final packages haggle permanently. accounts affix above the r
table,orders,T,1286,1087,F,308115.46,1993-05-14,4-NOT SPECIFIED,Clerk#000000939,0,slyly ironic deposits haggle
table,orders,T,1287,173,F,181586.61,1994-07-05,2-HIGH,Clerk#000000288,0,furiously unusual dinos use furiously ca
table,orders,T,1312,1111,F,81611.04,1994-05-19,3-MEDIUM,Clerk#000000538,0,even notornis cajole. furiously ev
table,orders,T,1313,1477,F,69234.03,1994-09-13,1-URGENT,Clerk#000000774,0,furiously ruthless theodolites cajole slyly-- blithely final accounts sleep 
table,orders,T,1314,1424,F,63623.22,1994-05-13,3-MEDIUM,Clerk#000000485,0,pinto beans boost furiously 
table,orders,T,1315,215,O,182956.83,1998-03-22,5-LOW,Clerk#000000840,0,final packages nag across the carefully ironic theodolites. carefully regular 
table,orders,T,1316,160,F,232915.54,1993-12-03,1-URGENT,Clerk#000000857,0,special, final depths above the platelets wake fluffily fur
table,orders,T,1317,991,P,170654.55,1995-05-19,2-HIGH,Clerk#000000373,0,carefully enticing packages nag quickly inside the slyly ironic ideas. even
table,orders,T,1318,1279,O,98170.50,1998-06-27,3-MEDIUM,Clerk#000000581,0,carefully final packages affix slyly. carefully
table,orders,T,1319,313,O,46533.50,1996-09-27,2-HIGH,Clerk#000000257,0,packages wake carefully before
table,orders,T,1344,170,F,66338.64,1992-04-16,5-LOW,Clerk#000000178,0,slyly regular accounts affix furiously abov
table,orders,T,1345,943,F,165361.31,1992-10-28,5-LOW,Clerk#000000447,0,regular deposits on the final depo
table,orders,T,1346,748,F,224106.48,1992-06-18,2-HIGH,Clerk#000000374,0,ironic, final platelets cajole furiously dep
table,orders,T,1347,403,O,249530.87,1997-06-20,5-LOW,Clerk#000000977,0,carefully bold deposits wake! bold requests sleep. furiously express t
table,orders,T,1348,175,O,145456.56,1998-04-18,5-LOW,Clerk#000000206,0,special instructions haggle after the blithely specia
table,orders,T,1349,637,O,49656.84,1997-10-26,1-URGENT,Clerk#000000543,0,carefully even deposits breach carefully. 
table,orders,T,1350,508,F,71653.64,1993-08-24,1-URGENT,Clerk#000000635,0,quiet, quick packages haggle deposits. r
table,orders,T,1351,1060,O,23806.26,1998-04-20,1-URGENT,Clerk#000000012,0,carefully final ideas haggle. ironic foxes around the regular, brave accoun
table,orders,T,1376,461,O,35617.06,1997-05-04,4-NOT SPECIFIED,Clerk#000000730,0,ironic gifts are quickly furiously re
table,orders,T,1377,199,O,145303.74,1998-04-24,4-NOT SPECIFIED,Clerk#000000625,0,pinto beans poach furiously sl
table,orders,T,1378,196,O,184205.63,1996-03-09,4-NOT SPECIFIED,Clerk#000000705,0,quiet requests according to the slyly spec
table,orders,T,1379,643,O,98253.79,1998-05-25,5-LOW,Clerk#000000861,0,platelets haggle ac
table,orders,T,1380,1363,O,136526.77,1996-07-07,3-MEDIUM,Clerk#000000969,0,quickly brave pinto beans above the idea
table,orders,T,1381,1264,O,74771.86,1998-05-25,3-MEDIUM,Clerk#000000107,0,special accounts along the even deposits sleep even ideas. quickly ironic wat
table,orders,T,1382,1324,F,246263.02,1993-08-17,5-LOW,Clerk#000000241,0,blithely express dependenci
table,orders,T,1383,1196,F,53197.34,1993-04-27,2-HIGH,Clerk#000000785,0,asymptotes after the even pinto beans cajole express accounts. slyly fina
table,orders,T,1408,539,O,255424.00,1997-12-26,4-NOT SPECIFIED,Clerk#000000942,0,ironic deposits sleep slowly. blithely 
table,orders,T,1409,1429,F,119571.58,1992-12-31,4-NOT SPECIFIED,Clerk#000000065,0,quickly special somas haggle requests. 
table,orders,T,1410,1123,O,153160.36,1997-04-12,5-LOW,Clerk#000000123,0,instructions about the blithely express theodolites wake ironically
table,orders,T,1411,946,F,222485.73,1994-12-21,2-HIGH,Clerk#000000566,0,slyly special packages sleep. furiously express deposits nod qui
table,orders,T,1412,529,F,114697.28,1993-03-13,4-NOT SPECIFIED,Clerk#000000083,0,carefully even pains boost slyly against the eve
table,orders,T,1413,907,O,111589.54,1997-06-14,3-MEDIUM,Clerk#000000342,0,quickly special deposits poach ironically about the quickly final pinto beans
table,orders,T,1414,763,O,50012.42,1995-08-16,1-URGENT,Clerk#000000883,0,pending pinto beans against the sp
table,orders,T,1415,787,F,32535.28,1994-05-29,4-NOT SPECIFIED,Clerk#000000601,0,quickly even asymptotes nag blithely. furiously spec
table,orders,T,1440,979,O,53447.02,1995-08-10,5-LOW,Clerk#000000956,0,pending, silent deposits among the never even packages sleep slyly express dep
table,orders,T,1441,1219,O,243310.98,1997-03-06,4-NOT SPECIFIED,Clerk#000000156,0,special packages across the
table,orders,T,1442,1106,F,8836.99,1994-07-05,4-NOT SPECIFIED,Clerk#000000935,0,regular requests sleep fu
table,orders,T,1443,439,O,59178.01,1996-12-16,5-LOW,Clerk#000000185,0,dinos are. slyly special realms kindle evenly
table,orders,T,1444,1333,F,290512.20,1994-12-06,3-MEDIUM,Clerk#000000783,0,pending packages cajole. slyly bold accounts atop the s
table,orders,T,1445,1136,F,235888.22,1995-01-10,3-MEDIUM,Clerk#000000211,0,ironic accounts haggle. quickly special ideas after the 
table,orders,T,1446,401,O,46093.69,1998-02-16,5-LOW,Clerk#000000274,0,deposits mold special deposits. furiously final frets integrate slyly regular
